Manufacturer,Shape,Model,Resolution,MegaPixel,FrameRate,PTZ,Infrared,Varifocal,SD Card Storage,Wifi,Onvif,PSIA,Audio In,Audio Out,PoE,UPnP,JPEG URL,MPEG4 URL,H264 URL,MJPEG URL,AUDIO URL,User Manual,Data sheet,Page Reference,Default Username,Default Password,Discontinued
Airlive,Bullet,BU-3026-IVS,2048x1536,3,25FPS,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi/jpg/image.cgi,mpeg4/media.amp,axis-media/media.amp?videocodec=h264,cgi/mjpg/mjpeg.cgi,cgi/audio/audio.cgi,http://fs.airlive.com/manual/AirLive_BU-3026.-IVS_Manual.pdf,http://fs.airlive.com/manual/BU-3026-IVS_specsheet.pdf,http://www.airlivesecurity.com/product/BU-3026-IVS,admin,airlive,No
Airlive,Bullet,BU-3026,2048x1536,3,25FPS,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi/jpg/image.cgi,mpeg4/media.amp,axis-media/media.amp?videocodec=h264,cgi/mjpg/mjpeg.cgi,cgi/audio/audio.cgi,http://fs.airlive.com/manual/AirLive_BU-3026.-IVS_Manual.pdf,http://fs.airlive.com/manual/AirLive_BU-3026_SpecSheet.pdf,http://www.airlivesecurity.com/product/BU-3026,admin,airlive,No
Airlive,Bullet,BU-2015,1920x1080,2,30FPS,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,cgi/jpg/image.cgi,cgi/mpeg4/stream1.cgi,cgi/h264/stream1.cgi,cgi/mjpg/mjpeg.cgi,Unknown,http://fs.airlive.com/manual/AirLive_BU-2015_Manual_web.pdf,http://fs.airlive.com/manual/AirLive_BU-2015_SpecSheet.pdf.pdf,http://www.airlivesecurity.com/product/BU-2015,admin,airlive,No
Airlive,Bullet,BU-3025v2,2048x1536,3,20FPS,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi/jpg/image.cgi,cgi/mpeg4/stream1.cgi,cgi/h264/stream1.cgi,cgi/mjpg/mjpeg.cgi,cgi/audio/audio.cgi,http://fs.airlive.com/manual/AirLive_BU-3025_v2_Manual_web.pdf,http://fs.airlive.com/manual/AirLive_BU-3025_v2_SpecSheet.pdf,http://www.airlivesecurity.com/product/BU-3025v2,admin,airlive,No
Airlive,Bullet,BU-3025,2048x1536,3,20FPS,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi/jpg/image.cgi,cgi/mpeg4/stream1.cgi,cgi/h264/stream1.cgi,cgi/mjpg/mjpeg.cgi,cgi/audio/audio.cgi,http://fs.airlive.com/manual/AirLive_BU-3025_Manual.pdf,http://fs.airlive.com/manual/AirLive_BU-3025_SpecSheet.pdf,http://www.airlivesecurity.com/product/BU-3025,admin,airlive,No
Airlive,Bullet,OD-2025HD,1920x1080,2,30FPS,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,image.jpg,mpeg4/media.amp,h264/media.amp,video.mjpg,fromserver.cgi[?<parameter>=<value>],http://fs.airlive.com/manual/AirLive_OD-2025HD_PHD_Manual_W&B.pdf,http://fs.airlive.com/manual/AirLive_OD-2025HD_SpecSheet_W&B.pdf,http://www.airlivesecurity.com/product/OD-2025HD,admin,airlive,No
Airlive,Bullet,BU-720,1280x800,1,30FPS,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,cgi-bin/jpg/image,video.pro1,video.pro1,Unknown,Unknown,http://fs.airlive.com/manual/AirLive_BU-720_Manual_web.pdf,http://fs.airlive.com/manual/AirLive_BU-720_SpecSheet.pdf,http://www.airlivesecurity.com/product/BU-720,admin,airlive,No
Airlive,Box,WL-350HD,1280x1024,1.3,15FPS,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,cgi-bin/jpg/image,video.mp4,video.h264,video.mjpg,Unknown,http://fs.airlive.com/manual/AirLive_WL-350HD_Manual.pdf,http://fs.airlive.com/manual/AirLive_WL-350HD_SpecSheet.pdf,http://www.airlivesecurity.com/product/WL-350HD,admin,airlive,No
Airlive,Box,CW-720,1280x720,1.3,30FPS,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,image.jpg,mpeg4/media.amp,h264/media.amp,video.mjpg,fromserver.cgi[?<parameter>=<value>],http://fs.airlive.com/manual/AirLive_CW-720_Manual.pdf,http://fs.airlive.com/manual/AirLive_CW-720_SpecSheet.pdf,http://www.airlivesecurity.com/product/CW-720,admin,airlive,No
Airlive,Box,WN-200HD,1600x1200,2,15FPS,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,image.jpg,mpeg4/media.amp,h264/media.amp,video.mjpg,fromserver.cgi[?<parameter>=<value>],http://fs.airlive.com/manual/AirLive_WN-200HD_Manual.pdf,http://fs.airlive.com/manual/AirLive_WN-200HD_SpecSheet.pdf,http://www.airlivesecurity.com/product/WN-200HD,admin,airlive,No
Airlive,Box,IP-200PHD-24,1600x1200,2,15FPS,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,image.jpg,mpeg4/media.amp,h264/media.amp,video.mjpg,fromserver.cgi[?<parameter>=<value>],http://fs.airlive.com/manual/AirLive_IP-200PHD-24.IP-200PHD-%2024B_Manual_Web.pdf,http://fs.airlive.com/manual/AirLive_IP-200PHD-24_spec.pdf,http://www.airlivesecurity.com/product/IP-200PHD-24,admin,airlive,No
Airlive,Box,CU-720PIR,1280x720,1.3,30FPS,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,image.jpg,mpeg4/media.amp,h264/media.amp,video.mjpg,fromserver.cgi[?<parameter>=<value>],http://fs.airlive.com/manual/AirLive_CU-720PIR_Manual.pdf,http://fs.airlive.com/manual/AirLive_CU-720PIR_SpecSheet.pdf,http://www.airlivesecurity.com/product/CU-720PIR,admin,airlive,No
Airlive,Box,WN-150CAM,640x480,VGA,30FPS,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image,video.mp4,None,video.mjpg,Unknown,http://fs.airlive.com/manual/AirLive_WN-150CAM_IP-150CAM_Manual.pdf,http://fs.airlive.com/manual/AirLive_WN-150CAM_SpecSheet.pdf,http://www.airlivesecurity.com/product/WN-150CAM,admin,airlive,No
Airlive,Box,FE-200CU,1600x1200,2,15FPS,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,cgi-bin/admin/snapshot.cgi,None,Unknown,Unknown,cgi-bin/admin/audio?<parameter>=<value>,http://fs.airlive.com/manual/AirLive_FE-200CU_Manual.pdf,http://fs.airlive.com/manual/AirLive_FE-200CU_SpecSheet.pdf,http://www.airlivesecurity.com/product/FE-200CU,admin,airlive,No
