Manufacturer,Shape,Model,Resolution,MegaPixel,FrameRate,PTZ,Infrared,Varifocal,SD Card Storage,Wifi,Onvif,Audio In,Audio out,PoE,UPnP,JPEG URL,MPEG4 URL,H264 URL,MJPEG URL,User Manual,Data sheet,Page Reference,Default Username,Default Password,Discontinued
D-Link,Other,DCS-2132L,1280 x 800,1,30FPS,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%202132L/User%20Manuals/DCS_2132L_Manual_v1_00_EN_UK.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%202132L/Datasheets/DCS_2132L_A1_Datasheet_02.pdf,http://www.dlink.com/rs/sr/support/product/dcs-2132l-hd-wireless-cloud-camera,admin,<blank>,No
D-Link,Other,DCS-2136L,1280 x 720,1,30FPS,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,None,http://www.dlink.com/-/media/Business_Products/DCS/DCS%202136L/Datasheet/DCS_2136L_Datasheet_DEU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-2136l-hd-wireless-day-night-camera-with-color-night-vision,admin,<blank>,No
D-Link,Other,DCS-2210,1920 x 1080,2,15FPS,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%202210/Manual/DCS_2210_2230_A1_Manual_v100_EN_UK.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%202210/Datasheet/DCS_2210_Datasheet_EN.pdf,http://www.dlink.com/rs/sr/support/product/dcs-2210-full-hd-poe-day-night-camera,admin,<blank>,No
D-Link,Other,DCS-2230,1920 x 1080,2,15FPS,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%202230/Manual/DCS_2210_2230_A1_Manual_v100_EN_UK.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%202230/Datasheet/DCS_2230_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-2230-full-hd-wireless-day-night-camera,admin,<blank>,No
D-Link,Other,DCS-2310L,1280 x 800,1,30FPS,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%202310L/Manual/DCS_2310L_Manual_v1_00_EN_UK.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%202310L/Datasheets/DCS_2310L_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-2310l-outdoor-hd-poe-day-night-cloud-camera,admin,<blank>,No
D-Link,Other,DCS-2330L,1280 x 720,1,30FPS,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,ftp://ftp2.dlink.com/PRODUCTS/DCS-2330L/REVA/DCS-2330L_REVA_MANUAL_1.00_EN.PDF,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%202330L/Datasheet/DCS_2330L_Datasheet_DEU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-2330l-outdoor-hd-wireless-network-camera,admin,<blank>,No
D-Link,Other,DCS-2332L,1280 x 800,1,30FPS,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%202332L/Manual/DCS_2332L_A1_Manual_v100_WW.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%202332L/Datasheet/DCS_2332L_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-2332l-outdoor-hd-wireless-day-night-cloud-camera,admin,<blank>,No
D-Link,Box,DCS-3010,1280 x 800,1,30FPS,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpeg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%203010/Manuals/DCS_3010_Manual_EN_EU.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%203010/Datasheet/DCS_3010_Datasheet_EN_EU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-3010-hd-poe-fixed-camera,admin,<blank>,No
D-Link,Box,DCS-3110,1280 x 1024,1.3,8FPS,No,No,No,No,No,No,Yes,Yes,Yes,Yes,cgi-bin/video.jpg,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%203110/Manuals/DCS-3110_Manual_EN_UK.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%203110/Datasheet/DCS-3110_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-3110-megapixel-poe-fixed-camera,admin,<blank>,No
D-Link,Box,DCS-3430,640 x 480,,30FPS,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%203430/Manual/DCS_3430_Manual_EN_UK.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%203430/Datasheet/DCS_3430_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-3430-wireless-day-night-fixed-camera,admin,<blank>,No
D-Link,Box,DCS-3710,1280 x 1024,1.3,30FPS,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%203710/Manual/DCS_3710_B1_Manual_v3_00_WW_EN.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%203710/Datasheet/DCS_3710_Datasheet_DEU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-3710-hd-wdr-poe-day-night-fixed-camera?revision=deu_reva,admin,<blank>,No
D-Link,Box,DCS-3716,1920 x 1080,3,15FPS,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%203716/Manual/DCS_3716_A1_Manual_v_100_EN_UK.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%203716/Datasheet/DCS_3716_Datasheet_DEU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-3716-full-hd-wdr-poe-day-night-fixed-camera,admin,<blank>,No
D-Link,Other,DCS-5020L,640 x 480,VGA,30FPS,No,Yes,No,No,Yes,No,Yes,No,No,Yes,image/jpeg.cgi,None,None,video/mjpg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%205020L/Manual/DCS5020LA1Manualv100.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%205020L/Datasheet/DCS_5020L_Datasheet_EN.pdf,http://www.dlink.com/rs/sr/support/product/dcs-5020l-pan-tilt-day-night-network-camera,admin,<blank>,No
D-Link,Other,DCS-5222L,1280 x 720,1,30FPS,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,image/jpeg.cgi,play.sdp,play.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%205222L/Manual/DCS-5222L_B1_Manual_EN_EU.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%205222L/Datasheet/DCS-5222L_B1_Datasheet_EN_EU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-5222l-pan-tilt-zoom-cloud-camera?revision=deu_revb,admin,<blank>,No
D-Link,Other,DCS-5230,1280 x 1024,1.3,10FPS,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,image/jpeg.cgi,play.sdp,play.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%205230/Manual/DCS_5230_Manual_EN_UK.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%205230/Datasheet/DCS_5230_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-5230-wireless-n-ptz-network-camera,admin,<blank>,Yes
D-Link,Other,DCS-5605,NTSC:704x480/PAL:704x576,D1,30/25FPS,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,image/jpeg.cgi,play.sdp,play.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%205605/Manual/DCS_5605_5635_A1_Manual_v100_EN_UK.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%205605/Datasheet/DCS_5605_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-5605-securicam-h-264-ptz-network-camera,admin,<blank>,Yes
D-Link,Dome,DCS-6010L,1600 x 1200,2,15FPS,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206010L/Manual/DCS_6010L_Manual_v1_00_EN_UK.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206010L/Datasheet/DCS_6010L_Datasheet_EN.pdf,http://www.dlink.com/rs/sr/support/product/dcs-6010l-2-megapixel-panoramic-wireless-cloud-camera,admin,<blank>,No
D-Link,Dome,DCS-6110,640 x 480,VGA,30FPS,No,No,Yes,No,No,No,No,No,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206110/Manual/DCS_6110_Manual_100_EN_UK.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206110/Datasheet/DCS_6110_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-6110-fixed-dome-poe-network-camera,admin,<blank>,Yes
D-Link,Dome,DCS-6111,640 x 480,VGA,30FPS,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206111/Manual/DCS_6111_A2_manual_v2_EN_SE.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206111/Datasheet/DCS_6111_A1_Datasheet_V_01_FR.pdf,http://www.dlink.com/rs/sr/support/product/dcs-6111-wdr-poe-day-night-fixed-dome-camera,admin,<blank>,No
D-Link,Dome,DCS-6113,1920 x 1080,2,15FPS,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,image/jpeg.cgi,None,None,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206113/Manual/DCS_6112_6113_A1_Manual_v1_01_WW.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206113/Datasheet/DCS_6113_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-6113-full-hd-poe-day-night-fixed-dome-camera-with-ir-led,admin,<blank>,No
D-Link,Dome,DCS-6210,1920 x 1080,2,15FPS,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206210/Manual/DCS_6210_Manual_v1_10_EN_UK.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206210/Datasheet/DCS_6210_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-6210-outdoor-hd-poe-day-night-vandal-resistant-fixed-dome-camera-with-ir-led,admin,<blank>,No
D-Link,Dome,DCS-6314,1920 x 1080,2,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206314/Manual/DCS_6314_Manual_EN_EU.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206314/Datasheet/DCS_6314_Datasheet_EN_EU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-6314-full-hd-wdr-varifocal-day-night-outdoor-dome-network-camera,admin,<blank>,No
D-Link,Dome,DCS-6511,1280 x 1024,1.3,30FPS,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206511/Manual/DCS_6511_manual_ver_ALL_1_00_all_en.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206511/Datasheet/DCS_6511_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-6511-outdoor-hd-poe-day-night-vandal-resistant-fixed-dome-camera-with-ir-led,admin,<blank>,No
D-Link,Dome,DCS-6513,2048 x 1536,3,15FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206513/Manual/DCS_6513_Manual_EN_EU.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206513/Datasheet/DCS_6513_Datasheet_EN_EU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-6513-full-hd-wdr-day-night-outdoor-dome-network-camera,admin,<blank>,No
D-Link,Dome,DCS-6616,NTSC:704x480/PAL:704x576,D1,30/25FPS,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206616/Manual/DCS_6616_A1_Manual_v1_00_WW.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206616/Datasheet/DCS_6616_Datasheet_DEU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-6616-12x-wdr-day-night-speed-dome-camera,admin,<blank>,No
D-Link,Dome,DCS-6815,NTSC:704x480/PAL:704x576,D1,30/25FPS,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206815/Manual/DCS_6815_6817_6818_B1_Manual_v1_20_WW.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206815/Datasheet/DCS_6815_Datasheet_DEU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-6815-outdoor-18x-wdr-day-night-speed-dome-camera?revision=deu_reva,admin,<blank>,No
D-Link,Dome,DCS-6818,PAL:704x576,D1,25FPS,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206818/Manual/DCS_6818_man_revB_1_30_all_en.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206818/Datasheet/DCS_6818_B1_Datasheet_EN_EU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-6818-outdoor-36x-wdr-day-night-speed-dome-camera?revision=deu_reva,admin,<blank>,No
D-Link,Dome,DCS-6915,1920 x 1080,3,30/25FPS,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,image/jpeg.cgi,None,None,video/mjpg.cgi,http://ftp.dlink.ru/pub/Multimedia/DCS-6915/Description/DCS-6915_A2_Manual_1.10(WW).pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%206915/Datasheet/DCS_6915_Datasheet_EN.pdf,http://www.dlink.com/rs/sr/support/product/dcs-6915-outdoor-20x-full-hd-wdr-day-night-speed-dome-camera,admin,<blank>,No
D-Link,Bullet,DCS-7010L,1280 x 800,1,30FPS,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%207010L/Manual/DCS_7010L_Manual_v1_10_EN_UK.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%207010L/Datasheet/DCS_7010L_Datasheet_EN_EU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-7010loutdoor-hd-poe-day-night-fixed-mini-bullet-cloud-camera-with-ir-led,admin,<blank>,No
D-Link,Bullet,DCS-7110,1280 x 800,1,30FPS,No,Yes,No,No,No,Yes,No,No,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%207110/Manual/DCS_7110_A3_Manual_v2_10_EN.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%207110/Datasheet/DCS_7110_Datasheet_EN.pdf,http://www.dlink.com/rs/sr/support/product/dcs-7110-outdoor-hd-poe-day-night-fixed-bullet-camera-with-ir-led?revision=deu+reva,admin,<blank>,No
D-Link,Box,DCS-7410,NTSC:704x480/PAL:704x576,D1,30/25FPS,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,image/jpeg.cgi,None,None,video/mjpg.cgi,None,http://www.dlink.com/-/media/Business_Products/DCS/DCS%207410/Datasheet/DCS_7410_Datasheet_ES.pdf,http://www.dlink.com/rs/sr/support/product/dcs-7410-securicam-day-and-night-outdoor-network-camera,admin,<blank>,Yes
D-Link,Bullet,DCS-7413,1920 x 1080,2,30FPS,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,image/jpeg.cgi,live.sdp,live.sdp,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%207413/Manual/DCS_7413_Manual_v1_00_EN_UK.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%207413/Datasheet/DCS_7413_B1_Datasheet.pdf,http://www.dlink.com/rs/sr/support/product/dcs-7413-outdoor-full-hd-poe-day-night-fixed-bullet-camera-with-ir-led?revision=deu_reva,admin,<blank>,No
D-Link,Box,DCS-7510,NTSC:704x480/PAL:704x576,D1,30/25FPS,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,image/jpeg.cgi,None,None,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%207510/Manual/DCS_7510_A1_Manual_v1_40_IT.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%207510/Datasheet/DCS_7510_Datasheet_ES.pdf,http://www.dlink.com/rs/sr/support/product/dcs-7510-day-and-night-outdoor-poe-network-camera-with-icr,admin,<blank>,Yes
D-Link,Bullet,DCS-7513,1920 x 1080,2,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,image/jpeg.cgi,None,None,video/mjpg.cgi,http://www.dlink.com/-/media/Business_Products/DCS/DCS%207513/Manual/DCS_7513_man_revA1_v1_00_ww_en_20120725.pdf,http://www.dlink.com/-/media/Business_Products/DCS/DCS%207513/Datasheet/DCS_7513_Datasheet_EN.pdf,http://www.dlink.com/rs/sr/support/product/dcs-7513-outdoor-full-hd-wdr-poe-day-night-fixed-bullet-camera-with-ir-led,admin,<blank>,No
D-Link,Other,DCS-900,640 x 480,,30FPS,No,No,No,No,No,No,No,No,No,No,image.jpg,None,None,mjpeg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20900/Manual/dcs900_manual_v150_EN_SE.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20900/Datasheet/DCS_900_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-900-internet-camera,admin,<blank>,Yes
D-Link,Other,DCS-930,640 x 480,VGA,20FPS,No,No,No,No,Yes,No,No,No,No,Yes,image.jpg,None,None,mjpeg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20930/Manual/DCS_930_Manual_100_EN_UK.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20930/Datasheet/DCS_930_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-930-wireless-n-home-network-camera,admin,<blank>,No
D-Link,Other,DCS-930L,640 x 480,VGA,30FPS,No,No,No,No,Yes,No,Yes,No,No,Yes,image.jpg,None,None,mjpeg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20930L/Manual/DCS%20930L_Manual_v110_EN_UK.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20930L/Datasheet/DCS_930L_Datasheet_DEU.pdf,http://www.dlink.com/rs/sr/support/product/dcs-930l-wireless-n-network-camera,admin,<blank>,No
D-Link,Other,DCS-932,640 x 480,VGA,20FPS,No,Yes,No,No,Yes,No,No,No,No,Yes,image.jpg,None,None,mjpeg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20932/Manual/DCS%20932_Manual_v1_EN_UK.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20932/Datasheet/DCS%20932_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-932-wireless-n-day-and-night-home-network-camera,admin,<blank>,Yes
D-Link,Other,DCS-932L,640 x 480,VGA,30FPS,No,Yes,No,No,Yes,No,Yes,No,No,Yes,image.jpg,None,None,mjpeg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20932L/Manuals/DCS_932L_A1_Manual_v1_00_English.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20932L/Datasheets/DCS_932L_Datasheet_EN.pdf,http://www.dlink.com/rs/sr/support/product/dcs-932l-day-night-cloud-camera,admin,<blank>,No
D-Link,Other,DCS-933L,640 x 480,VGA,30FPS,No,Yes,No,No,Yes,No,Yes,No,No,Yes,image.jpg,None,None,mjpeg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20933L/Manual/DCS_933L_A1_Manual_v1_00_WW_EN.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20933L/Datasheet/DCS_933L_Datasheet_EN_UK.pdf,http://www.dlink.com/rs/sr/support/product/dcs-933l-day-night-network-camera,admin,<blank>,No
D-Link,Other,DCS-942L,640 x 480,VGA,30FPS,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,image/jpeg.cgi,None,None,video/mjpeg.cgi,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20942L/User%20Manuals/DCS_942L_A1_Manual_v1_10_EU.pdf,http://www.dlink.com/-/media/Consumer_Products/DCS/DCS%20942L/Datasheets/DCS_942L_Datasheet_EN.pdf,http://www.dlink.com/rs/sr/support/product/dcs-942l-enhanced-day-night-cloud-camera,admin,<blank>,No
