Manufacturer,Shape,Model,Resolution,MegaPixel,FrameRate,PTZ,Infrared,Varifocal,SD Card Storage,Wifi,Onvif,PSIA,Audio In,Audio Out,PoE,UPnP,JPEG URL,MPEG4 URL,H264 URL,MJPEG URL,AUDIO URL,User Manual,Data sheet,Page Reference,Default Username,Default Password,Discontinued
Arecont Vision,Dome,D4S-AV1115-3312,1280x1024,1.3,42FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/D4+Series/D4S-AV1115-3312,n/a,n/a,Yes
Arecont Vision,Dome,D4SO-AV1115-3312,1280x1024,1.3,42FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/D4+Series/D4SO-AV1115-3312,n/a,n/a,Yes
Arecont Vision,Dome,D4F-AV2115-3312,1920x1080,2.07,32FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/D4+Series/D4F-AV2115-3312,n/a,n/a,Yes
Arecont Vision,Dome,D4S-AV2115-3312,1920x1080,2.07,32FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/D4+Series/D4S-AV2115-3312,n/a,n/a,Yes
Arecont Vision,Dome,D4SO-AV2115-3312,1920x1080,2.07,42FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/D4+Series/D4SO-AV2115-3312,n/a,n/a,Yes
Arecont Vision,Dome,D4F-AV3115-3312,2048x1536,3,21FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/D4+Series/D4F-AV3115-3312,n/a,n/a,Yes
Arecont Vision,Dome,D4S-AV3115-3312,2048x1536,3,21FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/D4+Series/D4S-AV3115-3312,n/a,n/a,Yes
Arecont Vision,Dome,D4SO-AV3115-3312,2048x1536,3,21FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/D4+Series/D4SO-AV3115-3312,n/a,n/a,Yes
Arecont Vision,Dome,D4F-AV5115-3312,2592x1944,5,14FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/D4+Series/D4F-AV5115-3312,n/a,n/a,Yes
Arecont Vision,Dome,D4S-AV5115-3312,2592x1944,5,14FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/D4+Series/D4S-AV5115-3312,n/a,n/a,Yes
Arecont Vision,Dome,D4SO-AV5115-3312,2592x1944,5,14FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/D4+Series/D4SO-AV5115-3312,n/a,n/a,Yes
Arecont Vision,Box,AV3135,2048x1536,3,15FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV3135,n/a,n/a,No
Arecont Vision,Box,AV1300,1280x1024,1.3,32FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV1300,n/a,n/a,Yes
Arecont Vision,Box,AV1300M,1280x1024,1.3,32FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV1300M,n/a,n/a,Yes
Arecont Vision,Box,AV1305,1280x1024,1.3,32FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV1305,n/a,n/a,Yes
Arecont Vision,Box,AV2100,1600x1200,2,24FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV2100,n/a,n/a,Yes
Arecont Vision,Box,AV2100M,1600x1200,2,24FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV2100M,n/a,n/a,Yes
Arecont Vision,Box,AV2105,1600x1200,2,24FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV2105,n/a,n/a,Yes
Arecont Vision,Box,AV2805,1920x1080,2.07,30FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV2805,n/a,n/a,Yes
Arecont Vision,Box,AV3100,2048x1536,3,15FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV3100,n/a,n/a,Yes
Arecont Vision,Box,AV3100M,2048x1536,3,15FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV3100M,n/a,n/a,Yes
Arecont Vision,Box,AV3105,2048x1536,3,15FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV3105,n/a,n/a,Yes
Arecont Vision,Box,AV3130,2048x1536,3,15FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV3130,n/a,n/a,Yes
Arecont Vision,Box,AV5100,2592x1944,5,9FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV5100,n/a,n/a,Yes
Arecont Vision,Box,AV5105,2592x1944,5,9FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV5105,n/a,n/a,Yes
Arecont Vision,Box,AV10005,3648x2752,10,6FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Series/AV10005,n/a,n/a,Yes
Arecont Vision,Box,AV1115v1,1280x1024,1.3,42FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV1115v1,n/a,n/a,No
Arecont Vision,Box,AV1310,1280x1024,1.3,32FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,None,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV1310,n/a,n/a,No
Arecont Vision,Box,AV2110,1600x1200,2,24FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,None,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV2110,n/a,n/a,No
Arecont Vision,Box,AV2115v1,1920x1080,2.07,32FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV2115v1,n/a,n/a,No
Arecont Vision,Box,AV2116DNv1,1920x1080,2.07,30FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV2116DNv1,n/a,n/a,No
Arecont Vision,Box,AV3110,2048x1536,3,15FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,None,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV3110,n/a,n/a,No
Arecont Vision,Box,AV3115v1,2048x1536,3,21FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV3115v1,n/a,n/a,No
Arecont Vision,Box,AV3116DNv1,2048x1536,3,21FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV3116DNv1,n/a,n/a,No
Arecont Vision,Box,AV3236DN,2048x1536,3/1.2 dual,17/14FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV3236DN,n/a,n/a,No
Arecont Vision,Box,AV5110,2592x1944,5,9FPS,No,No,No,No,No,No,No,No,No,Yes,No,image,None,None,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV5110,n/a,n/a,No
Arecont Vision,Box,AV5115v1,2592x1944,5,14FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV5115v1,n/a,n/a,No
Arecont Vision,Box,AV10115v1,3648x2752,10,7FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV10115v1,n/a,n/a,No
Arecont Vision,Box,AV1115,1280x1024,1.3,42FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV1115,n/a,n/a,Yes
Arecont Vision,Box,AV1315,1280x1024,1.3,32FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV1315,n/a,n/a,Yes
Arecont Vision,Box,AV2115,1920x1080,2.07,32FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV2115,n/a,n/a,Yes
Arecont Vision,Box,AV2116DN,1920x1080,2.07,32FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV2116DN,n/a,n/a,Yes
Arecont Vision,Box,AV2815,1920x1080,2.07,24FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV2815,n/a,n/a,Yes
Arecont Vision,Box,AV3115,2048x1536,3,21FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV3115,n/a,n/a,Yes
Arecont Vision,Box,AV5115,2592x1944,5,14FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV5115,n/a,n/a,Yes
Arecont Vision,Box,AV10115,3648x2752,10,7FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaVideo+Compact+Series/AV10115,n/a,n/a,Yes
Arecont Vision,Dome,AV1145DN-3310-D,1280x1024,1.3,42FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV1145DN-3310-D,n/a,n/a,No
Arecont Vision,Dome,AV1145DN-3310-D-LG,1280x1024,1.3,42FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV1145DN-3310-D-LG,n/a,n/a,No
Arecont Vision,?,AV1145DN-3310-W,1280x1024,1.3,42FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV1145DN-3310-W,n/a,n/a,No
Arecont Vision,Dome,AV2145DN-3310-D,1920x1080,2.07,32FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV2145DN-3310-D,n/a,n/a,No
Arecont Vision,Dome,AV2145DN-3310-D-LG,1920x1080,2.07,32FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV2145DN-3310-D-LG,n/a,n/a,No
Arecont Vision,?,AV2145DN-3310-W,1920x1080,2.07,32FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV2145DN-3310-W,n/a,n/a,No
Arecont Vision,Dome,AV2146DN-3310-D,1920x1080,2.07,30FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV2146DN-3310-D,n/a,n/a,No
Arecont Vision,Dome,AV2146DN-3310-D-LG,1920x1080,2.07,30FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV2146DN-3310-D-LG,n/a,n/a,No
Arecont Vision,?,AV2146DN-3310-W,1920x1080,2.07,30FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV2146DN-3310-W,n/a,n/a,No
Arecont Vision,Dome,AV3145DN-3310-D,2048x1536,3,21FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV3145DN-3310-D,n/a,n/a,No
Arecont Vision,Dome,AV3145DN-3310-D-LG,2048x1536,3,21FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV3145DN-3310-D-LG,n/a,n/a,No
Arecont Vision,?,AV3145DN-3310-W,2048x1536,3,21FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV3145DN-3310-W,n/a,n/a,No
Arecont Vision,Dome,AV3146DN-3310-D,2048x1536,3,21FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV3146DN-3310-D,n/a,n/a,No
Arecont Vision,Dome,AV3146DN-3310-D-LG,2048x1536,3,21FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV3146DN-3310-D-LG,n/a,n/a,No
Arecont Vision,?,AV3146DN-3310-W,2048x1536,3,21FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV3146DN-3310-W,n/a,n/a,No
Arecont Vision,Dome,AV5145DN-3310-D,2592x1944,5,14FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV5145DN-3310-D,n/a,n/a,No
Arecont Vision,Dome,AV5145DN-3310-D-LG,2592x1944,5,14FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV5145DN-3310-D-LG,n/a,n/a,No
Arecont Vision,?,AV5145DN-3310-W,2592x1944,5,14FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV5145DN-3310-W,n/a,n/a,No
Arecont Vision,Dome,AV1145-3310-D,1280x1024,1.3,42FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV1145-3310-D,n/a,n/a,Yes
Arecont Vision,?,AV1145-3310-W,1280x1024,1.3,42FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV1145-3310-W,n/a,n/a,Yes
Arecont Vision,Dome,AV2145-3310-D,1920x1080,2.07,32FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV2145-3310-D,n/a,n/a,Yes
Arecont Vision,?,AV2145-3310-W,1920x1080,2.07,32FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV2145-3310-W,n/a,n/a,Yes
Arecont Vision,Dome,AV3145-3310-D,2048x1536,3,21FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV3145-3310-D,n/a,n/a,Yes
Arecont Vision,?,AV3145-3310-W,2048x1536,3,21FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV3145-3310-W,n/a,n/a,Yes
Arecont Vision,Dome,AV5145-3310-D,2592x1944,5,14FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV5145-3310-D,n/a,n/a,Yes
Arecont Vision,?,AV5145-3310-W,2592x1944,5,14FPS,No,No,Yes,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall+Series/AV5145-3310-W,n/a,n/a,Yes
Arecont Vision,Dome,AV2245PM-D-LG,1920x1080,2.07,31FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV2245PM-D-LG,n/a,n/a,No
Arecont Vision,?,AV2245PM-W,1920x1080,2.07,31FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV2245PM-W,n/a,n/a,No
Arecont Vision,Dome,AV2246PM-D,1920x1080,2.07,30FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV2246PM-D,n/a,n/a,No
Arecont Vision,Dome,AV2246PM-D-LG,1920x1080,2.07,30FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV2246PM-D-LG,n/a,n/a,No
Arecont Vision,?,AV2246PM-W,1920x1080,2.07,30FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV2246PM-W,n/a,n/a,No
Arecont Vision,Dome,AV2245PM-D,1920x1080,2.07,31FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV2245PM-D,n/a,n/a,No
Arecont Vision,Dome,AV3245PM-D,2048x1536,3,21FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV3245PM-D,n/a,n/a,No
Arecont Vision,Dome,AV3245PM-D-LG,2048x1536,3,24FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV3245PM-D-LG,n/a,n/a,No
Arecont Vision,?,AV3245PM-W,2048x1536,3,24FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV3245PM-W,n/a,n/a,No
Arecont Vision,Dome,AV3246PM-D,2048x1536,3,21FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV3246PM-D,n/a,n/a,No
Arecont Vision,Dome,AV3246PM-D-LG,2048x1536,3,21FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV3246PM-D-LG,n/a,n/a,No
Arecont Vision,?,AV3246PM-W,2048x1536,3,21FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV3246PM-W,n/a,n/a,No
Arecont Vision,Dome,AV5245DN-01-D,2592x1944,5,14FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV5245DN-01-D,n/a,n/a,No
Arecont Vision,Dome,AV5245DN-01-D-LG,2592x1944,5,14FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV5245DN-01-D-LG,n/a,n/a,No
Arecont Vision,?,AV5245DN-01-W,2592x1944,5,14FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV5245DN-01-W,n/a,n/a,No
Arecont Vision,Dome,AV5245PM-D,2592x1944,5,14FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV5245PM-D,n/a,n/a,No
Arecont Vision,Dome,AV5245PM-D-LG,2592x1944,5,14FPS,No,No,No,No,No,No,Yes,No,No,Yes,No,image,None,h264.sdp,mjpeg,Unknown,n/a,,http://www.arecontvision.com/product/MegaBall2/AV5245PM-D-LG,n/a,n/a,No
