Manufacturer,Shape,Model,Resolution,MegaPixel,FrameRate,PTZ,Infrared,Varifocal,SD Card Storage,Wifi,Onvif,Audio In,Audio out,PoE,UPnP,JPEG URL,MPEG4 URL,H264 URL,MJPEG URL,User Manual,Data sheet,Page Reference,Default Username,Default Password,Discontinued
Vivotek,Dome,FD8136,1280 x 800,1,30FPS,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8136manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8136datasheet_en.pdf,http://www.vivotek.com/fd8136/,Root,<blank>,No
Vivotek,Dome,FD8137H,1280 x 800,1,30FPS,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8137hmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8137hdatasheet_en.pdf,http://www.vivotek.com/fd8137h/,Root,<blank>,No
Vivotek,Dome,FD8137HV,1280 x 800,1,30FPS,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8137hvmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8137hvdatasheet_en.pdf,http://www.vivotek.com/fd8137hv/,Root,<blank>,No
Vivotek,Dome,FD8151V,1280 x 1024,1.3,30FPS,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8151vmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8151vdatasheet_en.pdf,http://www.vivotek.com/fd8151v/,Root,<blank>,No
Vivotek,Dome,FD8154,1280 x 1024,1.3,30FPS,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8154manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8154datasheet_en.pdf,http://www.vivotek.com/fd8154/,Root,<blank>,No
Vivotek,Dome,FD8154V,1280 x 1024,1.3,30FPS,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8154vmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8154vdatasheet_en.pdf,http://www.vivotek.com/fd8154v/,Root,<blank>,No
Vivotek,Dome,FD8156,1280 x 1024,1.3,30FPS,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8156manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8156datasheet_en.pdf,http://www.vivotek.com/fd8156/,Root,<blank>,No
Vivotek,Dome,FD8161,1600 x 1200,2,15FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8161manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8161datasheet_en.pdf,http://www.vivotek.com/fd8161/,Root,<blank>,No
Vivotek,Dome,FD8162,1920 x 1080,2,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8162manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8162datasheet_en.pdf,http://www.vivotek.com/fd8162/,Root,<blank>,No
Vivotek,Dome,FD8163,1920 x 1080,2,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8163manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8163datasheet_en.pdf,http://www.vivotek.com/fd8163/,Root,<blank>,No
Vivotek,Dome,FD8164,1920 x 1080,2,30FPS,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8164manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8164datasheet_en.pdf,http://www.vivotek.com/fd8164/,Root,<blank>,No
Vivotek,Dome,FD8164V,1920 x 1080,2,30FPS,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8164vmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8164vdatasheet_en.pdf,http://www.vivotek.com/fd8164v/,Root,<blank>,No
Vivotek,Dome,FD8166,1920 x 1080,2,15FPS,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8166manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8166datasheet_en.pdf,http://www.vivotek.com/fd8166/,Root,<blank>,No
Vivotek,Dome,FD8168,1920 x 1080,2,15FPS,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8168manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8168datasheet_en.pdf,http://www.vivotek.com/fd8168/,Root,<blank>,No
Vivotek,Dome,FD8171,2048 x 1536,3,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8171manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8171datasheet_en.pdf,http://www.vivotek.com/fd8171/,Root,<blank>,No
Vivotek,Dome,FD8335H,1280 x 800,1,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8335hmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8335hdatasheet_en.pdf,http://www.vivotek.com/fd8335h/,Root,<blank>,No
Vivotek,Dome,FD8355EHV,1280 x 1024,1.3,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8355ehvmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8355ehvdatasheet_en.pdf,http://www.vivotek.com/fd8355ehv/,Root,<blank>,No
Vivotek,Dome,FD8361,1600 x 1200,2,15FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8361manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8361datasheet_en.pdf,http://www.vivotek.com/fd8361/,Root,<blank>,No
Vivotek,Dome,FD8361L,1600 x 1200,2,15FPS,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8361lmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8361ldatasheet_en.pdf,http://www.vivotek.com/fd8361l/,Root,<blank>,No
Vivotek,Dome,FD8362,1920 x 1080,2,30FPS,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8362manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8362datasheet_en.pdf,http://www.vivotek.com/fd8362/,Root,<blank>,No
Vivotek,Dome,FD8362E,1920 x 1080,2,30FPS,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8362manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8362datasheet_en.pdf,http://www.vivotek.com/fd8362e/,Root,<blank>,No
Vivotek,Dome,FD8363,1920 x 1080,2,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8363manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8363datasheet_en.pdf,http://www.vivotek.com/fd8363/,Root,<blank>,No
Vivotek,Dome,FD8365EHV,1920 x 1080,2,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8365ehvmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8365ehvdatasheet_en.pdf,http://www.vivotek.com/fd8365ehv/,Root,<blank>,No
Vivotek,Dome,FD8371EV,2048 x 1536,3,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8371evmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8371evdatasheet_en.pdf,http://www.vivotek.com/fd8371ev/,Root,<blank>,No
Vivotek,Dome,FD8371V,2048 x 1536,3,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8371vmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8371vdatasheet_en.pdf,http://www.vivotek.com/fd8371v/,Root,<blank>,No
Vivotek,Dome,FD8372,2560 x 1920,5,10FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fd8372manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fd8372datasheet_en.pdf,http://www.vivotek.com/fd8372/,Root,<blank>,No
Vivotek,Dome,FE8171V,1536 x 1536,3.1,15FPS,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fe8171vmanual_en.pdf,n/a,http://www.vivotek.com/fe8171v,Root,<blank>,Yes
Vivotek,Dome,FE8172,1920 x 1920,5,15FPS,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fe8172manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fe8172datasheet_en.pdf,http://www.vivotek.com/fe8172/,Root,<blank>,Yes
Vivotek,Dome,FE8172V,1920 x 1920,5,15FPS,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fe8172vmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fe8172vdatasheet_en.pdf,http://www.vivotek.com/fe8172v/,Root,<blank>,Yes
Vivotek,Dome,FE8173,1536 x 1536,3,15FPS,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fe8173manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fe8173datasheet_en.pdf,http://www.vivotek.com/fe8173/,Root,<blank>,No
Vivotek,Dome,FE8174,1920 x 1920,5,15FPS,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fe8174manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fe8174datasheet_en.pdf,http://www.vivotek.com/fe8174/,Root,<blank>,No
Vivotek,Dome,FE8174V,1920 x 1920,5,15FPS,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/fe8174vmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/fe8174vdatasheet_en.pdf,http://www.vivotek.com/fe8174v/,Root,<blank>,No
Vivotek,Bullet,IB8156,1280 x 1024,1.3,30FPS,No,No,No,Yes,No,Yes,No,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ib8156manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ib8156datasheet_en.pdf,http://www.vivotek.com/ib8156/,Root,<blank>,No
Vivotek,Bullet,IB8168,1920 x 1080,2,15FPS,No,No,No,Yes,No,Yes,No,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ib8168manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ib8168datasheet_en.pdf,http://www.vivotek.com/ib8168/,Root,<blank>,No
Vivotek,Bullet,IB8354-C,1280 x 1024,1.3,30FPS,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ib8354-cmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ib8354-cdatasheet_en.pdf,http://www.vivotek.com/ib8354-c/,Root,<blank>,No
Vivotek,Box,IP7160,1600 x 1200,2,15FPS,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,n/a,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip7160manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip7160datasheet_en.pdf,http://www.vivotek.com/ip7160/,Root,<blank>,No
Vivotek,Box,IP7161,1600 x 1200,2,10FPS,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,n/a,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip7161manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip7161datasheet_en.pdf,http://www.vivotek.com/ip7161/,Root,<blank>,No
Vivotek,Bullet,IP7361,1600 x 1200,2,10FPS,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,n/a,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip7361manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip7361datasheet_en.pdf,http://www.vivotek.com/ip7361/,Root,<blank>,No
Vivotek,Box,IP8130,1280 x 800,1,30FPS,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip8130manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip8130datasheet_en.pdf,http://www.vivotek.com/ip8130/,Root,<blank>,No
Vivotek,Box,IP8130W,1280 x 800,1,30FPS,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip8130wmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip8130wdatasheet_en.pdf,http://www.vivotek.com/ip8130w/,Root,<blank>,No
Vivotek,Box,IP8131,1280 x 800,1,30FPS,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip8131manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip8131datasheet_en.pdf,http://www.vivotek.com/ip8131/,Root,<blank>,No
Vivotek,Box,IP8131W,1280 x 800,1,30FPS,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip8131wmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip8131wdatasheet_en.pdf,http://www.vivotek.com/ip8131w/,Root,<blank>,No
Vivotek,Box,IP8133,1280 x 800,1,30FPS,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip8133manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip8133datasheet_en.pdf,http://www.vivotek.com/ip8133/,Root,<blank>,No
Vivotek,Box,IP8133W,1280 x 800,1,30FPS,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip8133wmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip8133wdatasheet_en.pdf,http://www.vivotek.com/ip8133w/,Root,<blank>,No
Vivotek,Box,IP8151,1280 x 1024,1.3,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip8151pmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip8151pdatasheet_en.pdf,http://www.vivotek.com/ip8151/,Root,<blank>,No
Vivotek,Box,IP8151P,1280 x 1024,1.3,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip8151pmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip8151pdatasheet_en.pdf,http://www.vivotek.com/ip8151p/,Root,<blank>,No
Vivotek,Box,IP8152,1280 x 1024,1.3,30FPS,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,n/a,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip8152manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip8152datasheet_en.pdf,http://www.vivotek.com/ip8152/,Root,<blank>,No
Vivotek,Box,IP8161,1600 x 1200,2,15FPS,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip8161manual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip8161datasheet_en.pdf,http://www.vivotek.com/ip8161/,Root,<blank>,No
Vivotek,Box,IP8162,1920 x 1080,2,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip8162pmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip8162pdatasheet_en.pdf,http://www.vivotek.com/ip8162/,Root,<blank>,No
Vivotek,Box,IP8162P,1920 x 1080,2,30FPS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,cgi-bin/viewer/video.jpg,live.sdp,live.sdp,video.mjpg,http://download.vivotek.com/downloadfile/downloads/usersmanuals/ip8162pmanual_en.pdf,http://download.vivotek.com/downloadfile/downloads/datasheets/ip8162pdatasheet_en.pdf,http://www.vivotek.com/ip8162p/,Root,<blank>,No
