Manufacturer,Shape,Model,Resolution,MegaPixel,FrameRate,PTZ,Infrared,Varifocal,SD Card Storage,Wifi,Onvif,PSIA,Audio In,Audio Out,PoE,UPnP,JPEG URL,MPEG4 URL,H264 URL,MJPEG URL,AUDIO URL,User Manual,Data sheet,Page Reference,Default Username,Default Password,Discontinued
IQinVision,Dome,IQA33NE-B5,2560x1440,3.6,16FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp18,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA35NE-B6,2560x1920,5,10FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp19,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA35NX-B6,2560x1920,5,10FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp20,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ861NE-V6,1280x720,1,60FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp21,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ863NE-V6,2560x1440,3.6,16FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp22,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ865NE-V6,2560x1920,5,10FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp23,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ761NI-V6,1280x720,1,60FPS,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp24,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ762NI-V6,1920x1080,2,30FPS,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp25,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ763NI-V6,2560x1440,3.6,16FPS,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp26,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ765NI-V6,2560x1920,5,10FPS,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp27,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ862NE-V6,1920x1080,2,30FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp28,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Box,IQ032SI-V11,1920x1080,2,30FPS,,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,now.jpg,None,now.mp29,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/3-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Box,IQ030SI-V11,720x480,0.3,60FPS,,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,now.jpg,None,now.mp30,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/3-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ765NI-W2,2560x1920,5,10FPS,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp31,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ765NI-V7,2560x1920,5,10FPS,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp32,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ763NI-W2,2560x1440,3.6,16FPS,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp33,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ763NI-V16,2560x1440,3.6,16FPS,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp34,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ762NI-W2,1920x1080,2,30FPS,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp35,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ762NI-V16,1920x1080,2,30FPS,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp36,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ761NI-V16,1280x720,1,60FPS,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp37,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ861NE-V16,1280x720,1,60FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp38,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ862NE-V16,1920x1080,2,30FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp39,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ862NE-W2,1920x1080,2,30FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp40,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ863NE-V16,2560x1440,3.6,16FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp41,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ863NE-W2,2560x1440,3.6,16FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp42,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ865NE-V7,2560x1920,5,10FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp43,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ865NE-W2,2560x1920,5,10FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp44,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Box,IQ031SI-V11,1280x720,1,30FPS,,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,now.jpg,None,now.mp45,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/3-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQD30SV-B7,720x480,0.3,60FPS,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp46,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-mini.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQD31SV-B7,1280x720,1,30FPS,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp47,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-mini.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQD32SV-B7,1920x1080,2,30FPS,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp48,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-mini.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA31NI-A3,1280x720,1,60FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp49,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA31NE-A3,1280x720,1,60FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp50,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA32NI-A3,1920x1080,2,30FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp51,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA32NE-A3,1920x1080,2,30FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp52,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA32NX-A3,1920x1080,2,30FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp53,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA35NI-A3,2560x1920,5,10FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp54,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA35NE-A3,2560x1920,5,10FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp55,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA35NX-A3,2560x1920,5,10FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp56,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA31WI-B5,1280x720,1,60FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp57,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA32WI-B5,1920x1080,2,30FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp58,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA33WI-B5,2048x1536,3.1,20FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp59,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA31WE-B5,1280x720,1,60FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp60,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA32WE-B5,1280x720,1,60FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp61,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA32WX-B5,1920x1080,2,30FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp62,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA33WE-B5,2048x1536,3.1,20FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp63,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA33WX-B5,1280x720,1,60FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp64,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA31WI-A3,1280x720,1,60FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp65,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA32WI-A3,1920x1080,2,30FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp66,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA33WI-A3,2048x1536,3.1,20FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp67,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA31WE-A3,1280x720,1,60FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp68,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA32WE-A3,1920x1080,2,30FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp69,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA33WE-A3,2048x1536,3.1,20FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp70,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA32WX-A3,1920x1080,2,30FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp71,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Dome,IQA33WX-A3,2048x1536,3.1,20FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp72,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Alliance-pro_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ861WE-V6,1280x720,1,60FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp73,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ861WE-V16,1280x720,1,60FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp74,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ862WE-V6,1920x1080,2,30FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp75,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ862WE-V16,1920x1080,2,30FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp76,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ862WE-W2,1920x1080,2,30FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp77,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ863WE-V6,2048x1536,3.1,20FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp78,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ863WE-V16,2048x1536,3.1,20FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp79,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ863WE-W2,2048x1536,3.1,20FPS,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,now.jpg,None,now.mp80,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/Sentinel_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ761WI-V6,1280x720,1,60FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp81,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ761WI-V16,1280x720,1,60FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp82,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ762WI-V6,1920x1080,2,30FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp83,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ762WI-V16,1920x1080,2,30FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp84,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ762WI-W2,1920x1080,2,30FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp85,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
IQinVision,Bullet,IQ763WI-V6,2048x1536,3.1,20FPS,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,now.jpg,None,now.mp86,now.jpg?snap=spush,Unknown,n/a,http://www.iqeye.com/sites/default/files/7-series_datasheet.pdf,http://www.iqeye.com/products/product-selector-tool#,root,system,No
