Manufacturer,Shape,Model,Resolution,MegaPixel,FrameRate,PTZ,Infrared,Varifocal,SD Card Storage,Wifi,Onvif,PSIA,Audio In,Audio Out,PoE,UPnP,JPEG URL,MPEG4 URL,H264 URL,MJPEG URL,AUDIO URL,User Manual,Data sheet,Page Reference,Default Username,Default Password,Discontinued
Planet,Bullet,ICA-3550V,2592x1944,5,15FPS,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/48445/EM-ICA-3550V_v1.1.pdf,http://www.planet.com.tw/en/product/images/48445/C-ICA-3550V_s.pdf,http://www.planet.com.tw/en/product/product.php?id=48445,admin,admin,No
Planet,Bullet,ICA-HM312,1920x1080,2,30FPS,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/38844/EM-ICAHM312_v1.pdf,http://www.planet.com.tw/en/product/images/38844/C-ICA-HM312_s.pdf,http://www.planet.com.tw/en/product/product.php?id=38844,admin,admin,No
Planet,Bullet,ICA-HM316,1600x1200,2,15FPS,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/47382/EM-ICAHM316_316W_v2.0.pdf,http://www.planet.com.tw/en/product/images/47382/C-ICA-HM316v2_L.pdf,http://www.planet.com.tw/en/product/product.php?id=47382,admin,admin,No
Planet,Bullet,ICA-HM316W,1600x1200,2,15FPS,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/47248/EM-ICAHM316_316W_v2.0.pdf,http://www.planet.com.tw/en/product/images/47248/C-ICA-HM316Wv2_s.pdf,http://www.planet.com.tw/en/product/product.php?id=47248,admin,admin,No
Planet,Dome,ICA-4200V,1920x1080,2,30FPS,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/45907/EM-ICA-4200V_v1.0.pdf,http://www.planet.com.tw/en/product/images/45907/C-ICA-4200V_s.pdf,http://www.planet.com.tw/en/product/product.php?id=45907,admin,admin,No
Planet,Dome,ICA-4210P,1920x1080,2,60FPS,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,n/a,n/a,http://www.planet.com.tw/en/product/product.php?id=48551,admin,admin,No
Planet,Dome,ICA-4500V,2592x1944,5,15FPS,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/48250/EM-ICA-4500V_v1.0.pdf,http://www.planet.com.tw/en/product/images/48250/C-ICA-4500V_s.pdf,http://www.planet.com.tw/en/product/product.php?id=48250,admin,admin,No
Planet,Dome,ICA-HM132,1600x1200,2,15FPS,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/35010/EM-ICAHM132_v1.0.pdf,http://www.planet.com.tw/en/product/images/35010/C-ICA-HM132_s.pdf,http://www.planet.com.tw/en/product/product.php?id=35010,admin,admin,No
Planet,Dome,ICA-5250V,1920x1080,2,30FPS,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/48427/EM-ICA-5550V_5250V_v1.0.pdf,http://www.planet.com.tw/en/product/images/48427/C-ICA-5250V_s.pdf,http://www.planet.com.tw/en/product/product.php?id=48427,admin,admin,No
Planet,Dome,ICA-5350V,2048x1536,3,30FPS,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/42578/EM-ICA5350V_v1.pdf,http://www.planet.com.tw/en/product/images/42578/C-ICA-5350V_s.pdf,http://www.planet.com.tw/en/product/product.php?id=42578,admin,admin,No
Planet,Dome,ICA-5550V,2592x1944,5,15FPS,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/48428/EM-ICA-5550V_5250V_v1.0.pdf,http://www.planet.com.tw/en/product/images/48428/C-ICA-5550V_s.pdf,http://www.planet.com.tw/en/product/product.php?id=48428,admin,admin,No
Planet,Dome,ICA-HM136,1600x1200,2,15FPS,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/33705/EM-ICAHM136_v1.1.pdf,http://www.planet.com.tw/en/product/images/33705/C-ICA-HM136_s.pdf,http://www.planet.com.tw/en/product/product.php?id=33705,admin,admin,No
Planet,Dome,ICA-HM227W,2592x1944,3,20FPS,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/42087/EM-ICAHM227W_v1.0.pdf,http://www.planet.com.tw/en/product/images/42087/C-ICA-HM227W_s.pdf,http://www.planet.com.tw/en/product/product.php?id=42087,admin,admin,No
Planet,Dome,ICA-H652,NTSC 720x480 / PAL 720x576,D1,60FPS,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/48442/EM-ICA-H652v2_v1.0.pdf,http://www.planet.com.tw/en/product/images/48442/C-ICA-H652v2_s.pdf,http://www.planet.com.tw/en/product/product.php?id=48442,admin,admin,No
Planet,Dome,ICA-HM620,1920x1080,2,30FPS,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/44938/EM-ICA-HM620v2_v1.0.pdf,http://www.planet.com.tw/en/product/images/44938/C-ICA-HM620_L.pdf,http://www.planet.com.tw/en/product/product.php?id=44938,admin,admin,No
Planet,Dome,ICA-8350,1536x1536,3,22FPS,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/45908/EM-ICA-8350_v1.0.pdf,http://www.planet.com.tw/en/product/images/45908/C-ICA-8350_s.pdf,http://www.planet.com.tw/en/product/product.php?id=45908,admin,admin,No
Planet,Dome,ICA-8500,1920x1920,5,15FPS,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/48508/EM-ICA-8500_W8500_v1.0.pdf,http://www.planet.com.tw/en/product/images/48508/C-ICA-8500_s.pdf,http://www.planet.com.tw/en/product/product.php?id=48508,admin,admin,No
Planet,Box,ICA-W8100-CLD,1280x720,1,30FPS,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/48362/EM-ICAW8100-W8100CLD_v1.0.pdf,http://www.planet.com.tw/en/product/images/48464/C-ICA-W8100CLD_s.pdf,http://www.planet.com.tw/en/product/product.php?id=48464,admin,admin,No
Planet,Dome,ICA-W8500,1920x1920,5,15FPS,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/48518/EM-ICA-8500_W8500_v1.0.pdf,http://www.planet.com.tw/en/product/images/48518/C-ICA-W8500_s.pdf,http://www.planet.com.tw/en/product/product.php?id=48518,admin,admin,No
Planet,Dome,ICA-HM830W,1600x1200,2,15FPS,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,cgi-bin/jpg/image.cgi,mpeg4,h264,:8080,Unknown,http://www.planet.com.tw/en/product/images/48401/EM-ICA-HM830W_v2.0.pdf,http://www.planet.com.tw/en/product/images/48401/C-ICA-HM830Wv2_s.pdf,http://www.planet.com.tw/en/product/product.php?id=48401,admin,admin,No
